,해양사고발생_년도,해양사고발생_월,해양사고발생_일,사고유형_통계,CHECK_DATE,CHECK_LOC,CHECK_TWO,CHECK_TWO11,CHECK_TWO12,CHECK_TWO21,CHECK_TWO22,CHECK_TWO23,CHECK_TWO24,CHECK_TWO31,CHECK_TWO41,CHECK_TWO51,CHECK_TWO52,CHECK_TWO53,CHECK_TWO54,CHECK_TWO55,CHECK_TWO56,CHECK_TWO61,CHECK_TWO62,CHECK_TWO63,CHECK_TWO64,CHECK_TWO65,CHECK_TWO71,CHECK_TWO72,CHECK_TWO73,CHECK_TWO81,CHECK_TWO82,CHECK_TWO83,CHECK_TWO84,CHECK_TWO91,CHECK_TWO92,CHECK_TWO93,CHECK_TWO94,CHECK_TWO101,CHECK_TWO102,CHECK_TWO111,CHECK_TWO112,CHECK_TWO113,CHECK_TWO73_FISH,CHECK_TWO74_FISH,CHECK_TWO74,CHECK_TWO221,CHECK_TWO222,CHECK_TWO223,CHECK_TWO25,CHECK_TWO26,CHECK_TWO42,CHECK_TWO43,CHECK_541_KIND1,CHECK_541_QTY1,CHECK_541_DATE1,CHECK_541_KIND2,CHECK_541_QTY2,CHECK_541_DATE2,CHECK_542_KIND1,CHECK_542_QTY1,CHECK_542_DATE1,CHECK_542_KIND2,CHECK_542_QTY2,CHECK_542_DATE2,CHECK_551_QTY1,CHECK_551_KIND2,CHECK_551_QTY2,CHECK_551_KIND3,CHECK_551_QTY3,CHECK_551_KIND4,CHECK_551_QTY4,CHECK_561_QTY1,CHECK_561_TO1,CHECK_561_QTY2,CHECK_561_TO2,CHECK_561_QTY3,CHECK_561_TO3,CHECK_561_QTY4,CHECK_561_TO4,CHECK_561_KIND4,CHECK_631_CHECK1,CHECK_631_CHECK2,CHECK_631_CHECK3,CHECK_TWO66,CHECK_TWO67,CHECK_671_QTY1,CHECK_671_QTY2,CHECK_671_QTY3,CHECK_671_QTY4,CHECK_671_QTY5,CHECK_671_QTY6,CHECK_671_QTY7,CHECK_671_QTY8,CHECK_671_QTY9,CHECK_671_QTY10,CHECK_671_QTY11,CHECK_671_QTY12,CHECK_671_QTY13,CHECK_671_QTY14,CHECK_671_QTY15,CHECK_671_QTY16,CHECK_TWO68,CHECK_TWO69,CHECK_TWO711,CHECK_TWO712,CHECK_TWO713,CHECK_TWO714,CHECK_TWO715,CHECK_TWO716,CHECK_TWO7171,CHECK_TWO7172,CHECK_TWO7173,CHECK_TWO7174,CHECK_TWO7175,CHECK_TWO7176,CHECK_TWO718,CHECK_7181_CHECK1,CHECK_7181_CHECK2,CHECK_7181_CHECK3,CHECK_7181_CHECK4,CHECK_TWO719,CHECK_TWO7110,CHECK_TWO7111,CHECK_TWO7112,CHECK_TWO7113,CHECK_TWO7114,CHECK_TWO7115,CHECK_TWO7116,CHECK_TWO7117,CHECK_7117_CHECK1,CHECK_7117_CHECK2,CHECK_7117_KIND2,CHECK_TWO721,CHECK_TWO722,CHECK_TWO723,CHECK_TWO741,CHECK_TWO742,CHECK_TWO75,CHECK_TWO85,CHECK_TWO86,CHECK_TWO95,CHECK_TWO96,CHECK_TWO103,CHECK_TWO104,CHECK_TWO114,CHECK_TWO121,CHECK_TWO122,CHECK_TWO131,CHECK_TWO132,CHECK_7171C1,CHECK_7171C2,CHECK_561_TO1_1,CHECK_561_TO2_1,NEW_NO
5346,2019.0,9.0,20.0,기관손상,"선체:2018.06.22/2018.09.28
기관:2018.06.22.",신진도,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,X,V,V,팽창식구명뗏목,1.0,17/09/29,,,,수압이탈장치,1.0,,,,,11.0,,,,4.0,,11.0,4.0,20/09/01,2.0,20/09/01,2.0,,,,,,,,X,V,4.0,,,,4.0,,1.0,,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,v-pass,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,20/09/01,,A00000770
5347,2015.0,5.0,20.0,기관손상,"2012.08.13(선체), 08.14(기관)",목포시 북항,V,V,X,V,R,R,V,V,V,X,V,V,V,V,V,X,X,V,X,V,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000771
5348,2015.0,5.0,20.0,기관손상,2014.07.30,구룡포항,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,V,V,V,제2종,1.0,14/07/23,,,,자동식,1.0,14/07/23,,,,3.0,자동팽창식,13.0,고체식,4.0,,13.0,4.0,,2.0,,2.0,,,,,,,,X,V,,,,,3.0,,2.0,3.0,,,,,,,,,V,V,V,V,X,V,X,V,X,X,X,X,X,X,V,Y,Y,Y,,X,X,X,V,X,V,V,X,V,,Y,VHF,V,X,V,X,X,V,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000771
5349,2009.0,4.0,20.0,좌초,2009-12-31,완도항,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5350,2009.0,4.0,20.0,좌초,"2010. 07/19, 08/09","삼양조선소, 동호동",V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5351,2010.0,3.0,4.0,충돌,2009-12-31,완도항,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,X,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5352,2010.0,3.0,4.0,충돌,"2010. 07/19, 08/09","삼양조선소, 동호동",V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5353,2011.0,12.0,30.0,기관손상,2012.12.05,동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5354,2011.0,12.0,30.0,기관손상,2013.8/8,항남동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5355,2011.0,12.0,30.0,기관손상,2015 7/27,항남동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,V,V,V,팽창식구명뗏목,1.0,15/07/24,,,,HAMMER,1.0,17/07/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,17/07/01,2.0,17/07/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,무선통신단말기,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5356,2014.0,1.0,26.0,부유물감김,2012.12.05,동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5357,2014.0,1.0,26.0,부유물감김,2013.8/8,항남동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5358,2014.0,1.0,26.0,부유물감김,2015 7/27,항남동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,V,V,V,팽창식구명뗏목,1.0,15/07/24,,,,HAMMER,1.0,17/07/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,17/07/01,2.0,17/07/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,무선통신단말기,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5359,2014.0,6.0,16.0,기타,2012.12.05,동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5360,2014.0,6.0,16.0,기타,2013.8/8,항남동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,V,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A00000772
5361,2014.0,6.0,16.0,기타,2015 7/27,항남동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,V,V,V,팽창식구명뗏목,1.0,15/07/24,,,,HAMMER,1.0,17/07/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,17/07/01,2.0,17/07/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,무선통신단말기,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5362,2017.0,2.0,5.0,부유물감김,"선체 : 2017.08.10
기관 : 2017.08/04,10",통영 정량동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,X,V,V,팽창식구명뗏목,1.0,17/07/27,,,,수압이탈식(1회용),1.0,19/07/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,20/06/01,2.0,20/06/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5363,2017.0,2.0,5.0,부유물감김,"선,기)2019.08.07",통영 동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,X,V,V,팽창식구명뗏목,1.0,19/08/05,,,,수압이탈식(1회용),1.0,21/08/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,20/06/01,2.0,20/06/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5364,2018.0,6.0,13.0,기관손상,"선체 : 2017.08.10
기관 : 2017.08/04,10",통영 정량동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,X,V,V,팽창식구명뗏목,1.0,17/07/27,,,,수압이탈식(1회용),1.0,19/07/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,20/06/01,2.0,20/06/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5365,2018.0,6.0,13.0,기관손상,"선,기)2019.08.07",통영 동호동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,V,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,,,V,V,V,V,V,X,V,V,팽창식구명뗏목,1.0,19/08/05,,,,수압이탈식(1회용),1.0,21/08/01,,,,12.0,,,RING TYPE,4.0,,12.0,4.0,20/06/01,2.0,20/06/01,2.0,,,,,,,,X,V,,,,,3.0,,2.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,,,Y,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000772
5366,2017.0,6.0,26.0,기관손상,"선, 기: 2016.10.6
기: 2016.11.23",속초 속초항,V,V,X,R,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,자동팽창식,1.0,16/08/10,,,,자동이탈식,1.0,15/07/03,,,,13.0,,,,4.0,,13.0,4.0,18/04/01,2.0,18/05/01,2.0,,,,,,,,X,V,7.0,,3.0,,,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,R,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/04/01,18/05/01,A00000773
5367,2017.0,6.0,26.0,기관손상,"선,기: 2017.07/12",속초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,자동팽창식,1.0,16/08/10,,,,자동이탈식,1.0,15/07/03,,,,13.0,,,,4.0,,13.0,4.0,18/04/01,2.0,18/05/01,2.0,,,,,,,,X,V,7.0,,3.0,,,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/04/01,18/05/01,A00000773
5368,2018.0,1.0,27.0,기관손상,"선, 기: 2016.10.6
기: 2016.11.23",속초 속초항,V,V,X,R,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,자동팽창식,1.0,16/08/10,,,,자동이탈식,1.0,15/07/03,,,,13.0,,,,4.0,,13.0,4.0,18/04/01,2.0,18/05/01,2.0,,,,,,,,X,V,7.0,,3.0,,,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,R,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/04/01,18/05/01,A00000773
5369,2018.0,1.0,27.0,기관손상,"선,기: 2017.07/12",속초항,V,V,X,V,V,V,V,V,V,X,V,-,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,V,,,V,V,V,V,V,X,V,V,자동팽창식,1.0,16/08/10,,,,자동이탈식,1.0,15/07/03,,,,13.0,,,,4.0,,13.0,4.0,18/04/01,2.0,18/05/01,2.0,,,,,,,,X,V,7.0,,3.0,,,,,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,,,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,18/04/01,18/05/01,A00000773
5370,2017.0,1.0,11.0,충돌,"2015,7/10,7/14,7/21,7/22",금강조선/남부민동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,15/07/15,,,,수압이탈,1.0,18/07/01,,,,12.0,,,,3.0,,12.0,4.0,18/05/01,1.0,18/05/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,2.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000774
5371,2017.0,1.0,11.0,충돌,"선)2017.8/2
기)2017.7/25,7/27,8/2",남부민동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,햄머식(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5372,2017.0,1.0,11.0,충돌,2018.08.10,부산 남부민방파제,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,수압식자동(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5373,2017.0,1.0,13.0,화재폭발,"2015,7/10,7/14,7/21,7/22",금강조선/남부민동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,15/07/15,,,,수압이탈,1.0,18/07/01,,,,12.0,,,,3.0,,12.0,4.0,18/05/01,1.0,18/05/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,2.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000774
5374,2017.0,1.0,13.0,화재폭발,"선)2017.8/2
기)2017.7/25,7/27,8/2",남부민동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,햄머식(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5375,2017.0,1.0,13.0,화재폭발,2018.08.10,부산 남부민방파제,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,수압식자동(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5376,2017.0,11.0,9.0,안전사고,"2015,7/10,7/14,7/21,7/22",금강조선/남부민동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,15/07/15,,,,수압이탈,1.0,18/07/01,,,,12.0,,,,3.0,,12.0,4.0,18/05/01,1.0,18/05/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,2.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000774
5377,2017.0,11.0,9.0,안전사고,"선)2017.8/2
기)2017.7/25,7/27,8/2",남부민동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,햄머식(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5378,2017.0,11.0,9.0,안전사고,2018.08.10,부산 남부민방파제,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,수압식자동(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5379,2018.0,5.0,10.0,기관손상,"2015,7/10,7/14,7/21,7/22",금강조선/남부민동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,15/07/15,,,,수압이탈,1.0,18/07/01,,,,12.0,,,,3.0,,12.0,4.0,18/05/01,1.0,18/05/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,2.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000774
5380,2018.0,5.0,10.0,기관손상,"선)2017.8/2
기)2017.7/25,7/27,8/2",남부민동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,햄머식(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5381,2018.0,5.0,10.0,기관손상,2018.08.10,부산 남부민방파제,V,V,X,V,V,V,V,V,V,X,V,V,V,V,V,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,수압식자동(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
5382,2018.0,10.0,17.0,접촉,"2015,7/10,7/14,7/21,7/22",금강조선/남부민동,V,V,X,V,V,V,V,V,V,X,V,V,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,X,V,V,V,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,15/07/15,,,,수압이탈,1.0,18/07/01,,,,12.0,,,,3.0,,12.0,4.0,18/05/01,1.0,18/05/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,2.0,,,,,,,,,,V,V,V,V,X,V,V,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,,,,,A00000774
5383,2018.0,10.0,17.0,접촉,"선)2017.8/2
기)2017.7/25,7/27,8/2",남부민동,V,V,X,V,V,V,V,V,V,X,V,-,V,V,X,X,X,X,X,X,V,V,V,V,V,V,V,V,V,V,V,V,X,V,V,V,X,V,X,V,V,V,V,X,,,구명뗏목,1.0,17/07/27,,,,햄머식(1회용),1.0,19/07/01,,,,12.0,,,,4.0,,12.0,4.0,19/01/01,2.0,19/06/01,2.0,,,,,,,,X,V,,,,,2.0,1.0,4.0,,,,,,,,,,V,V,V,V,X,V,X,V,V,X,X,X,X,X,V,,Y,,,X,X,X,V,X,V,X,X,V,Y,Y,V-PASS,V,X,V,X,X,X,V,V,X,X,X,X,V,V,V,V,V,y,,,,A00000774
