Input_1,Input_2,Input_3,Output_1,Output_2,Output_3
34.0,80.0,9.0,5.8720,4.5230,5.4363
34.0,85.0,9.0,5.8710,4.5240,5.4408
34.0,90.0,9.0,5.8700,4.5200,5.4441
34.0,95.0,9.0,5.8680,4.5270,5.4483
34.0,100.0,9.0,5.8670,4.5290,5.4523
34.0,10.0,10.0,6.3480,5.3580,5.2824
34.0,15.0,10.0,5.9700,4.6140,5.3114
34.0,20.0,10.0,5.9220,4.5230,5.3337
34.0,25.0,10.0,5.8820,4.4580,5.3534
34.0,30.0,10.0,5.8370,4.3930,5.3675
34.0,35.0,10.0,5.8300,4.3830,5.3785
34.0,40.0,10.0,5.7860,4.3210,5.3900
34.0,45.0,10.0,5.7830,4.3210,5.3977
34.0,50.0,10.0,5.7440,4.2610,5.4059
34.0,55.0,10.0,5.7410,4.2630,5.4126
34.0,60.0,10.0,5.7390,4.2640,5.4179
34.0,65.0,10.0,5.7370,4.2640,5.4221
34.0,70.0,10.0,5.7350,4.2660,5.4272
34.0,75.0,10.0,5.7340,4.2660,5.4322
34.0,80.0,10.0,5.7320,4.2690,5.4364
34.0,85.0,10.0,5.7040,4.2220,5.4410
34.0,90.0,10.0,5.7020,4.2240,5.4443
34.0,95.0,10.0,5.7000,4.2260,5.4484
34.0,100.0,10.0,5.6990,4.2280,5.4525
38.0,10.0,1.0,6.9760,6.3450,5.2718
38.0,15.0,1.0,7.0490,6.3270,5.2903
38.0,20.0,1.0,7.0640,6.3230,5.3034
38.0,25.0,1.0,7.0840,6.3200,5.3133
38.0,30.0,1.0,7.0300,6.2920,5.3207
38.0,35.0,1.0,7.0290,6.2900,5.3258
38.0,40.0,1.0,7.0280,6.2860,5.3293
38.0,45.0,1.0,6.9750,6.2480,5.3303
38.0,50.0,1.0,6.9720,6.2440,5.3347
38.0,55.0,1.0,6.9680,6.2400,5.3356
38.0,60.0,1.0,6.9650,6.2210,5.3356
38.0,65.0,1.0,6.8910,6.1820,5.3402
38.0,70.0,1.0,6.8880,6.1760,5.3412
38.0,75.0,1.0,6.8860,6.1730,5.3418
38.0,80.0,1.0,6.8850,6.1680,5.3424
38.0,85.0,1.0,6.8850,6.1650,5.3429
38.0,90.0,1.0,6.8860,6.1590,5.3429
38.0,95.0,1.0,6.8880,6.1530,5.3436
38.0,100.0,1.0,6.8910,6.1430,5.3458
38.0,10.0,2.0,6.7030,6.0100,5.2796
38.0,15.0,2.0,6.7080,6.0030,5.3042
38.0,20.0,2.0,6.6940,5.9730,5.3224
38.0,25.0,2.0,6.7270,5.9660,5.3384
38.0,30.0,2.0,6.7510,5.9620,5.3488
38.0,35.0,2.0,6.7680,5.9600,5.3565
38.0,40.0,2.0,6.7340,5.9390,5.3628
38.0,45.0,2.0,6.7230,5.9210,5.3682
38.0,50.0,2.0,6.7200,5.9190,5.3750
38.0,55.0,2.0,6.7160,5.9170,5.3776
38.0,60.0,2.0,6.7130,5.9150,5.3791
38.0,65.0,2.0,6.6380,5.8700,5.3827
38.0,70.0,2.0,6.6300,5.8610,5.3848
38.0,75.0,2.0,6.6280,5.8590,5.3853
38.0,80.0,2.0,6.6270,5.8550,5.3883
38.0,85.0,2.0,6.6260,5.8530,5.3913
38.0,90.0,2.0,6.6250,5.8500,5.3921
38.0,95.0,2.0,6.6230,5.8450,5.3925
38.0,100.0,2.0,6.5960,5.7880,5.3949
38.0,10.0,3.0,6.5630,5.7610,5.2820
38.0,15.0,3.0,6.5540,5.7270,5.3096
38.0,20.0,3.0,6.5550,5.7190,5.3305
38.0,25.0,3.0,6.5510,5.7120,5.3492
38.0,30.0,3.0,6.5460,5.7070,5.3615
38.0,35.0,3.0,6.5400,5.7030,5.3710
38.0,40.0,3.0,6.5160,5.6650,5.3803
38.0,45.0,3.0,6.5140,5.6590,5.3871
38.0,50.0,3.0,6.5120,5.6580,5.3935
38.0,55.0,3.0,6.5120,5.6570,5.3981
38.0,60.0,3.0,6.5110,5.6560,5.4024
38.0,65.0,3.0,6.5100,5.6540,5.4063
38.0,70.0,3.0,6.5090,5.6530,5.4107
38.0,75.0,3.0,6.5080,5.6520,5.4141
38.0,80.0,3.0,6.5070,5.6510,5.4171
38.0,85.0,3.0,6.5060,5.6490,5.4198
38.0,90.0,3.0,6.5050,5.6460,5.4222
38.0,95.0,3.0,6.4930,5.6360,5.4241
38.0,100.0,3.0,6.4890,5.6220,5.4275
38.0,10.0,4.0,6.4700,5.5870,5.2823
38.0,15.0,4.0,6.4430,5.5220,5.3110
38.0,20.0,4.0,6.4440,5.5140,5.3328
38.0,25.0,4.0,6.4100,5.4490,5.3522
38.0,30.0,4.0,6.4050,5.4530,5.3655
38.0,35.0,4.0,6.4280,5.4980,5.3757
38.0,40.0,4.0,6.4240,5.4960,5.3860
38.0,45.0,4.0,6.4220,5.4940,5.3933
38.0,50.0,4.0,6.4200,5.4930,5.4003
38.0,55.0,4.0,6.4200,5.4920,5.4058
38.0,60.0,4.0,6.4180,5.4910,5.4105
38.0,65.0,4.0,6.4180,5.4900,5.4149
38.0,70.0,4.0,6.4170,5.4900,5.4190
38.0,75.0,4.0,6.4160,5.4880,5.4226
38.0,80.0,4.0,6.4150,5.4870,5.4262
38.0,85.0,4.0,6.4130,5.4860,5.4298
38.0,90.0,4.0,6.4120,5.4830,5.4330
38.0,95.0,4.0,6.3840,5.4390,5.4368
38.0,100.0,4.0,6.3810,5.4360,5.4398
38.0,10.0,5.0,6.3920,5.4380,5.2824
38.0,15.0,5.0,6.3510,5.3450,5.3112
38.0,20.0,5.0,6.3240,5.2870,5.3333
38.0,25.0,5.0,6.3200,5.2830,5.3533
38.0,30.0,5.0,6.3140,5.2780,5.3672
38.0,35.0,5.0,6.3080,5.2750,5.3778
38.0,40.0,5.0,6.3030,5.2720,5.3891
38.0,45.0,5.0,6.3010,5.2710,5.3969
38.0,50.0,5.0,6.2980,5.2700,5.4041
38.0,55.0,5.0,6.2970,5.2690,5.4100
38.0,60.0,5.0,6.2960,5.2680,5.4149
38.0,65.0,5.0,6.2950,5.2680,5.4194
38.0,70.0,5.0,6.2940,5.2690,5.4236
38.0,75.0,5.0,6.2930,5.2690,5.4277
38.0,80.0,5.0,6.2920,5.2690,5.4315
38.0,85.0,5.0,6.2910,5.2690,5.4355
38.0,90.0,5.0,6.2900,5.2690,5.4394
38.0,95.0,5.0,6.2890,5.2700,5.4431
38.0,100.0,5.0,6.2880,5.2710,5.4466
38.0,10.0,6.0,6.3540,5.3650,5.2824
38.0,15.0,6.0,6.2650,5.1770,5.3113
38.0,20.0,6.0,6.2390,5.1230,5.3334
38.0,25.0,6.0,6.2340,5.1170,5.3534
38.0,30.0,6.0,6.1900,5.0490,5.3673
38.0,35.0,6.0,6.1830,5.0410,5.3780
38.0,40.0,6.0,6.1780,5.0390,5.3894
38.0,45.0,6.0,6.1760,5.0380,5.3975
38.0,50.0,6.0,6.1730,5.0410,5.4058
38.0,55.0,6.0,6.1720,5.0410,5.4119
38.0,60.0,6.0,6.1700,5.0410,5.4169
38.0,65.0,6.0,6.1690,5.0410,5.4216
38.0,70.0,6.0,6.1680,5.0420,5.4267
38.0,75.0,6.0,6.1680,5.0430,5.4310
38.0,80.0,6.0,6.1670,5.0430,5.4349
38.0,85.0,6.0,6.1690,5.0440,5.4392
38.0,90.0,6.0,6.1650,5.0450,5.4430
38.0,95.0,6.0,6.1650,5.0460,5.4470
38.0,100.0,6.0,6.2250,5.1560,5.4506
38.0,10.0,7.0,6.3540,5.3650,5.2824
38.0,15.0,7.0,6.1860,5.0230,5.3114
38.0,20.0,7.0,6.1650,4.9760,5.3335
38.0,25.0,7.0,6.1400,4.9400,5.3535
38.0,30.0,7.0,6.1060,4.8900,5.3675
38.0,35.0,7.0,6.0990,4.8860,5.3783
38.0,40.0,7.0,6.0930,4.8830,5.3896
38.0,45.0,7.0,6.0900,4.8840,5.3977
38.0,50.0,7.0,6.0870,4.8830,5.4060
38.0,55.0,7.0,6.0860,4.8830,5.4121
38.0,60.0,7.0,6.0430,4.8110,5.4172
38.0,65.0,7.0,6.0420,4.8110,5.4218
38.0,70.0,7.0,6.0420,4.8110,5.4272
38.0,75.0,7.0,6.0800,4.8850,5.4315
38.0,80.0,7.0,6.0390,4.8140,5.4355
38.0,85.0,7.0,6.0380,4.8150,5.4399
38.0,90.0,7.0,6.0360,4.8160,5.4437
38.0,95.0,7.0,6.0350,4.8170,5.4476
38.0,100.0,7.0,6.0340,4.8190,5.4512
38.0,10.0,8.0,6.3540,5.3650,5.2824
38.0,15.0,8.0,6.1070,4.8720,5.3114
38.0,20.0,8.0,6.0820,4.8250,5.3335
38.0,25.0,8.0,6.0400,4.7530,5.3536
38.0,30.0,8.0,6.0330,4.7480,5.3676
38.0,35.0,8.0,5.9860,4.6790,5.3784
38.0,40.0,8.0,5.9790,4.6770,5.3898
38.0,45.0,8.0,5.9760,4.6770,5.3979
38.0,50.0,8.0,5.9730,4.6770,5.4063
38.0,55.0,8.0,5.9710,4.6780,5.4123
38.0,60.0,8.0,5.9710,4.6780,5.4174
38.0,65.0,8.0,5.9690,4.6780,5.4220
38.0,70.0,8.0,5.9290,4.6320,5.4275
38.0,75.0,8.0,5.9270,4.6090,5.4318
38.0,80.0,8.0,5.9250,4.6120,5.4358
38.0,85.0,8.0,5.9630,4.6830,5.4401
38.0,90.0,8.0,5.9610,4.6840,5.4440
38.0,95.0,8.0,5.9600,4.6840,5.4479
38.0,100.0,8.0,5.9590,4.6860,5.4515
38.0,10.0,9.0,6.3540,5.3650,5.2824
38.0,15.0,9.0,6.0350,4.7430,5.3114
38.0,20.0,9.0,6.0110,4.6890,5.3335
38.0,25.0,9.0,5.9710,4.6250,5.3536
38.0,30.0,9.0,5.9250,4.5540,5.3676
38.0,35.0,9.0,5.9170,4.5540,5.3784
38.0,40.0,9.0,5.9100,4.5520,5.3898
38.0,45.0,9.0,5.9070,4.5510,5.3979
38.0,50.0,9.0,5.9040,4.5520,5.4064
38.0,55.0,9.0,5.8800,4.5150,5.4124
38.0,60.0,9.0,5.8780,4.5150,5.4175
38.0,65.0,9.0,5.8430,4.4560,5.4222
38.0,70.0,9.0,5.8420,4.4580,5.4277
38.0,75.0,9.0,5.8730,4.5130,5.4320
38.0,80.0,9.0,5.8710,4.5200,5.4360
38.0,85.0,9.0,5.8380,4.4660,5.4403
38.0,90.0,9.0,5.8350,4.4650,5.4442
38.0,95.0,9.0,5.8340,4.4680,5.4481
38.0,100.0,9.0,5.8320,4.4700,5.4517
38.0,10.0,10.0,6.3540,5.3650,5.2824
38.0,15.0,10.0,5.9780,4.6310,5.3114
38.0,20.0,10.0,5.9390,4.5570,5.3335
38.0,25.0,10.0,5.8900,4.4750,5.3536
38.0,30.0,10.0,5.8450,4.3990,5.3676
38.0,35.0,10.0,5.8370,4.3960,5.3784
38.0,40.0,10.0,5.7950,4.3430,5.3898
38.0,45.0,10.0,5.7900,4.3340,5.3979
38.0,50.0,10.0,5.7870,4.3390,5.4064
38.0,55.0,10.0,5.7850,4.3430,5.4124
38.0,60.0,10.0,5.7470,4.2770,5.4175
38.0,65.0,10.0,5.7450,4.2810,5.4222
38.0,70.0,10.0,5.7420,4.2820,5.4277
38.0,75.0,10.0,5.7410,4.2850,5.4321
38.0,80.0,10.0,5.7390,4.2860,5.4361
38.0,85.0,10.0,5.7380,4.2880,5.4404
38.0,90.0,10.0,5.7370,4.2880,5.4443
38.0,95.0,10.0,5.7360,4.2900,5.4482
